"filename", "language", "C#", "XAML", "JSON", "XML", "Properties", "Markdown", "comment", "blank", "total"
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_cmy1pzv0_wpftmp.AssemblyInfo.cs", "C#", 11, 0, 0, 0, 0, 0, 10, 5, 26
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_cmy1pzv0_wpftmp.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 16, 0, 0, 1, 17
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_cmy1pzv0_wpftmp.GlobalUsings.g.cs", "C#", 5, 0, 0, 0, 0, 0, 1, 1, 7
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_cmy1pzv0_wpftmp.sourcelink.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_ct1c35om_wpftmp.AssemblyInfo.cs", "C#", 11, 0, 0, 0, 0, 0, 10, 5, 26
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_ct1c35om_wpftmp.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 16, 0, 0, 1, 17
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_ct1c35om_wpftmp.GlobalUsings.g.cs", "C#", 5, 0, 0, 0, 0, 0, 1, 1, 7
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_ct1c35om_wpftmp.sourcelink.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_cuqt2rvu_wpftmp.AssemblyInfo.cs", "C#", 11, 0, 0, 0, 0, 0, 10, 5, 26
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_cuqt2rvu_wpftmp.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 16, 0, 0, 1, 17
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_cuqt2rvu_wpftmp.GlobalUsings.g.cs", "C#", 5, 0, 0, 0, 0, 0, 1, 1, 7
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_cuqt2rvu_wpftmp.sourcelink.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_cz0cvj24_wpftmp.AssemblyInfo.cs", "C#", 11, 0, 0, 0, 0, 0, 10, 5, 26
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_cz0cvj24_wpftmp.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 16, 0, 0, 1, 17
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_cz0cvj24_wpftmp.GlobalUsings.g.cs", "C#", 5, 0, 0, 0, 0, 0, 1, 1, 7
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_cz0cvj24_wpftmp.sourcelink.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_d1wwix50_wpftmp.AssemblyInfo.cs", "C#", 11, 0, 0, 0, 0, 0, 10, 5, 26
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_d1wwix50_wpftmp.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 16, 0, 0, 1, 17
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_d1wwix50_wpftmp.GlobalUsings.g.cs", "C#", 5, 0, 0, 0, 0, 0, 1, 1, 7
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_d1wwix50_wpftmp.sourcelink.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_d2pvf0ce_wpftmp.AssemblyInfo.cs", "C#", 11, 0, 0, 0, 0, 0, 10, 5, 26
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_d2pvf0ce_wpftmp.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 16, 0, 0, 1, 17
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_d2pvf0ce_wpftmp.GlobalUsings.g.cs", "C#", 5, 0, 0, 0, 0, 0, 1, 1, 7
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_d2pvf0ce_wpftmp.sourcelink.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_d2xzfsq2_wpftmp.AssemblyInfo.cs", "C#", 11, 0, 0, 0, 0, 0, 10, 5, 26
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_d2xzfsq2_wpftmp.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 16, 0, 0, 1, 17
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_d2xzfsq2_wpftmp.GlobalUsings.g.cs", "C#", 5, 0, 0, 0, 0, 0, 1, 1, 7
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_d2xzfsq2_wpftmp.sourcelink.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_d5vzgvgt_wpftmp.AssemblyInfo.cs", "C#", 11, 0, 0, 0, 0, 0, 10, 5, 26
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_d5vzgvgt_wpftmp.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 16, 0, 0, 1, 17
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_d5vzgvgt_wpftmp.GlobalUsings.g.cs", "C#", 5, 0, 0, 0, 0, 0, 1, 1, 7
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_d5vzgvgt_wpftmp.sourcelink.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_dhr3u1ww_wpftmp.AssemblyInfo.cs", "C#", 11, 0, 0, 0, 0, 0, 10, 5, 26
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_dhr3u1ww_wpftmp.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 16, 0, 0, 1, 17
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_dhr3u1ww_wpftmp.GlobalUsings.g.cs", "C#", 5, 0, 0, 0, 0, 0, 1, 1, 7
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_dhr3u1ww_wpftmp.sourcelink.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_dhvusjlx_wpftmp.AssemblyInfo.cs", "C#", 11, 0, 0, 0, 0, 0, 10, 5, 26
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_dhvusjlx_wpftmp.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 16, 0, 0, 1, 17
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_dhvusjlx_wpftmp.GlobalUsings.g.cs", "C#", 5, 0, 0, 0, 0, 0, 1, 1, 7
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_dhvusjlx_wpftmp.sourcelink.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_djsdpcnb_wpftmp.AssemblyInfo.cs", "C#", 11, 0, 0, 0, 0, 0, 10, 5, 26
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_djsdpcnb_wpftmp.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 16, 0, 0, 1, 17
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_djsdpcnb_wpftmp.GlobalUsings.g.cs", "C#", 5, 0, 0, 0, 0, 0, 1, 1, 7
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_djsdpcnb_wpftmp.sourcelink.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_dm1hkg5p_wpftmp.AssemblyInfo.cs", "C#", 11, 0, 0, 0, 0, 0, 10, 5, 26
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_dm1hkg5p_wpftmp.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 16, 0, 0, 1, 17
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_dm1hkg5p_wpftmp.GlobalUsings.g.cs", "C#", 5, 0, 0, 0, 0, 0, 1, 1, 7
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_dm1hkg5p_wpftmp.sourcelink.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_dmcslsuk_wpftmp.AssemblyInfo.cs", "C#", 11, 0, 0, 0, 0, 0, 10, 5, 26
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_dmcslsuk_wpftmp.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 16, 0, 0, 1, 17
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_dmcslsuk_wpftmp.GlobalUsings.g.cs", "C#", 5, 0, 0, 0, 0, 0, 1, 1, 7
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_dmcslsuk_wpftmp.sourcelink.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_dnenltte_wpftmp.AssemblyInfo.cs", "C#", 11, 0, 0, 0, 0, 0, 10, 5, 26
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_dnenltte_wpftmp.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 16, 0, 0, 1, 17
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_dnenltte_wpftmp.GlobalUsings.g.cs", "C#", 5, 0, 0, 0, 0, 0, 1, 1, 7
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_dnenltte_wpftmp.sourcelink.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_dpgmsvmm_wpftmp.AssemblyInfo.cs", "C#", 11, 0, 0, 0, 0, 0, 10, 5, 26
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_dpgmsvmm_wpftmp.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 16, 0, 0, 1, 17
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_dpgmsvmm_wpftmp.GlobalUsings.g.cs", "C#", 5, 0, 0, 0, 0, 0, 1, 1, 7
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_dpgmsvmm_wpftmp.sourcelink.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_drab5d33_wpftmp.AssemblyInfo.cs", "C#", 11, 0, 0, 0, 0, 0, 10, 5, 26
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_drab5d33_wpftmp.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 16, 0, 0, 1, 17
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_drab5d33_wpftmp.GlobalUsings.g.cs", "C#", 5, 0, 0, 0, 0, 0, 1, 1, 7
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_drab5d33_wpftmp.sourcelink.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_dtuokvva_wpftmp.AssemblyInfo.cs", "C#", 11, 0, 0, 0, 0, 0, 10, 5, 26
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_dtuokvva_wpftmp.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 16, 0, 0, 1, 17
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_dtuokvva_wpftmp.GlobalUsings.g.cs", "C#", 5, 0, 0, 0, 0, 0, 1, 1, 7
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_dtuokvva_wpftmp.sourcelink.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_e0hsbv1d_wpftmp.AssemblyInfo.cs", "C#", 11, 0, 0, 0, 0, 0, 10, 5, 26
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_e0hsbv1d_wpftmp.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 16, 0, 0, 1, 17
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_e0hsbv1d_wpftmp.GlobalUsings.g.cs", "C#", 5, 0, 0, 0, 0, 0, 1, 1, 7
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_e0hsbv1d_wpftmp.sourcelink.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_e3lbvf1x_wpftmp.AssemblyInfo.cs", "C#", 11, 0, 0, 0, 0, 0, 10, 5, 26
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_e3lbvf1x_wpftmp.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 16, 0, 0, 1, 17
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_e3lbvf1x_wpftmp.GlobalUsings.g.cs", "C#", 5, 0, 0, 0, 0, 0, 1, 1, 7
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_e3lbvf1x_wpftmp.sourcelink.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_eezsq2t3_wpftmp.AssemblyInfo.cs", "C#", 11, 0, 0, 0, 0, 0, 10, 5, 26
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_eezsq2t3_wpftmp.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 16, 0, 0, 1, 17
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_eezsq2t3_wpftmp.GlobalUsings.g.cs", "C#", 5, 0, 0, 0, 0, 0, 1, 1, 7
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_eezsq2t3_wpftmp.sourcelink.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_efvco12n_wpftmp.AssemblyInfo.cs", "C#", 11, 0, 0, 0, 0, 0, 10, 5, 26
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_efvco12n_wpftmp.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 16, 0, 0, 1, 17
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_efvco12n_wpftmp.GlobalUsings.g.cs", "C#", 5, 0, 0, 0, 0, 0, 1, 1, 7
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_efvco12n_wpftmp.sourcelink.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_ekkjrbwb_wpftmp.AssemblyInfo.cs", "C#", 11, 0, 0, 0, 0, 0, 10, 5, 26
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_ekkjrbwb_wpftmp.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 16, 0, 0, 1, 17
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_ekkjrbwb_wpftmp.GlobalUsings.g.cs", "C#", 5, 0, 0, 0, 0, 0, 1, 1, 7
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_ekkjrbwb_wpftmp.sourcelink.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_ekkoaw2m_wpftmp.AssemblyInfo.cs", "C#", 11, 0, 0, 0, 0, 0, 10, 5, 26
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_ekkoaw2m_wpftmp.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 16, 0, 0, 1, 17
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_ekkoaw2m_wpftmp.GlobalUsings.g.cs", "C#", 5, 0, 0, 0, 0, 0, 1, 1, 7
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_ekkoaw2m_wpftmp.sourcelink.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_el14m5mi_wpftmp.AssemblyInfo.cs", "C#", 11, 0, 0, 0, 0, 0, 10, 5, 26
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_el14m5mi_wpftmp.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 16, 0, 0, 1, 17
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_el14m5mi_wpftmp.GlobalUsings.g.cs", "C#", 5, 0, 0, 0, 0, 0, 1, 1, 7
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_el14m5mi_wpftmp.sourcelink.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_elvxiaee_wpftmp.AssemblyInfo.cs", "C#", 11, 0, 0, 0, 0, 0, 10, 5, 26
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_elvxiaee_wpftmp.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 16, 0, 0, 1, 17
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_elvxiaee_wpftmp.GlobalUsings.g.cs", "C#", 5, 0, 0, 0, 0, 0, 1, 1, 7
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_elvxiaee_wpftmp.sourcelink.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_eowp1cyv_wpftmp.AssemblyInfo.cs", "C#", 11, 0, 0, 0, 0, 0, 10, 5, 26
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_eowp1cyv_wpftmp.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 16, 0, 0, 1, 17
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_eowp1cyv_wpftmp.GlobalUsings.g.cs", "C#", 5, 0, 0, 0, 0, 0, 1, 1, 7
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_eowp1cyv_wpftmp.sourcelink.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_eqaco301_wpftmp.AssemblyInfo.cs", "C#", 11, 0, 0, 0, 0, 0, 10, 5, 26
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_eqaco301_wpftmp.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 16, 0, 0, 1, 17
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_eqaco301_wpftmp.GlobalUsings.g.cs", "C#", 5, 0, 0, 0, 0, 0, 1, 1, 7
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_eqaco301_wpftmp.sourcelink.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 1
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_eymfxte3_wpftmp.AssemblyInfo.cs", "C#", 11, 0, 0, 0, 0, 0, 10, 5, 26
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_eymfxte3_wpftmp.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 16, 0, 0, 1, 17
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_eymfxte3_wpftmp.GlobalUsings.g.cs", "C#", 5, 0, 0, 0, 0, 0, 1, 1, 7
"d:\Coding Projects\C#\MirageMUD2\MirageMUD_ClientWPF\obj\Debug\net8.0-windows\MirageMUD_ClientWPF_eymfxte3_wpftmp.sourcelink.json", "JSON", 0, 0, 1, 0, 0, 0, 0, 0, 1
